name,description,misc,misc_description,monster_name
limited_amphibiousess,"The sahuagin can breathe air and water, but it needs to be submerged at least once every 4 hours to avoid suffocating.","","",Sahuagin
shark_telepathy,"The sahuagin can magically command any shark within 120 feet of it, using a limited telepathy.","","",Sahuagin
damage_vulnerabilities,cold,"","",Salamander
heated_body,"A creature that touches the salamander or hits it with a melee attack while within 5 feet of it takes 7 (2d6) fire damage.","","",Salamander
heated_weapons,"Any metal melee weapon the salamander wields deals an extra 3 (1d6) fire damage on a hit (included in the attack).","","",Salamander
magic_resistance,"The satyr has advantage on saving throws against spells and other magical effects.","","",Satyr
keen_hearing_and_sight,"The scout has advantage on Wisdom (Perception) checks that rely on hearing or sight.","","",Scout
amphibious,"The hag can breathe air and water.","","","Sea Hag"
horrific_appearance,"Any humanoid that starts its turn within 30 feet of the hag and can see the hag's true form must make a DC 11 Wisdom saving throw. On a failed save, the creature is frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the hag is within line of sight, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the hag's Horrific Appearance for the next 24 hours. Unless the target is surprised or the revelation of the hag's true form is sudden, the target can avert its eyes and avoid making the initial saving throw. Until the start of its next turn, a creature that averts its eyes has disadvantage on attack rolls against the hag.","","","Sea Hag"
water_breathing,"The sea horse can breathe only underwater.","","","Sea Horse"
damage_vulnerabilities,radiant,"","",Shadow
amorphous,"The shadow can move through a space as narrow as 1 inch wide without squeezing.","","",Shadow
shadow_stealth,"While in dim light or darkness, the shadow can take the Hide action as a bonus action.","","",Shadow
sunlight_weakness,"While in sunlight, the shadow has disadvantage on attack rolls, ability checks, and saving throws.","","",Shadow
lightning_absorption,"Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt.","","","Shambling Mound"
bound,"The shield guardian is magically bound to an amulet. As long as the guardian and its amulet are on the same plane of existence, the amulet's wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet's wearer, half of any damage the wearer takes (rounded up) is transferred to the guardian.","","","Shield Guardian"
regeneration,"The shield guardian regains 10 hit points at the start of its turn if it has at least 1 hit point.","","","Shield Guardian"
spell_storing,"A spellcaster who wears the shield guardian's amulet can cause the guardian to store one spell of 4th level or lower. To do so, the wearer must cast the spell on the guardian. The spell has no effect but is stored within the guardian. When commanded to do so by the wearer or when a situation arises that was predefined by the spellcaster, the guardian casts the stored spell with any parameters set by the original caster, requiring no components. When the spell is cast or a new spell is stored, any previously stored spell is lost.","","","Shield Guardian"
false_appearance,"While the shrieker remains motionless, it is indistinguishable from an ordinary fungus.","","",Shrieker
damage_vulnerabilities,bludgeoning,"","",Skeleton
angelic_weapons,"The solar's weapon attacks are magical. When the solar hits with any weapon, the weapon deals an extra 6d8 radiant damage (included in the attack).","","",Solar
divine_awareness,"The solar knows if it hears a lie.","","",Solar
innate_spellcasting,"The solar's spellcasting ability is Charisma (spell save DC 25). It can innately cast the following spells, requiring no material components: At will: **_detect evil and good_**, **_invisibility_** (self only) 3/day each: **_blade barrier_**, **_dispel evil and good_**, **_resurrection_** 1/day each: **_commune_**, **_control weather_**","","",Solar
magic_resistance,"The solar has advantage on saving throws against spells and other magical effects.","","",Solar
incorporeal_movement,"The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.","","",Specter
sunlight_sensitivity,"While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.","","",Specter
spider_climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.","","",Spider
web_sense,"While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.","","",Spider
web_walker,"The spider ignores movement restrictions caused by webbing.","","",Spider
rejuvenation,"If it dies, the naga returns to life in 1d6 days and regains all its hit points. Only a wish spell can prevent this trait from functioning.","","","Spirit Naga"
spellcasting,"The naga is a 10th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks), and it needs only verbal components to cast its spells. It has the following wizard spells prepared: Cantrips (at will): **_mage hand, minor illusion, ray of frost_** 1st level (4 slots): **_charm person, detect magic, sleep_** 2nd level (3 slots): **_detect thoughts, hold person_** 3rd level (3 slots): **_lightning bolt, water breathing_** 4th level (3 slots): **_blight, dimension door_** 5th level (2 slots): **_dominate person_**","","","Spirit Naga"
cunning_action,"On each of its turns, the spy can use a bonus action to take the Dash, Disengage, or Hide action.","","",Spy
sneak_attack,"The spy deals an extra 7 (2d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 feet of an ally of the spy that isn't incapacitated and the spy doesn't have disadvantage on the attack roll.",sneak_attack_misc,(1/Turn),Spy
death_burst,"When the mephit dies, it explodes in a cloud of steam. Each creature within 5 feet of the mephit must succeed on a DC 10 Dexterity saving throw or take 4 (1d8) fire damage.","","","Steam Mephit"
innate_spellcasting,"The mephit can innately cast **_blur_**, requiring no material components. Its innate spellcasting ability is Charisma.",innate_spellcasting_misc,(1/Day),"Steam Mephit"
stone_camouflage,"The giant has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.","","","Stone Giant"
immutable_form,"The golem is immune to any spell or effect that would alter its form.","","","Stone Golem"
magic_resistance,"The golem has advantage on saving throws against spells and other magical effects.","","","Stone Golem"
magic_weapons,"The golem's weapon attacks are magical.","","","Stone Golem"
amphibious,"The giant can breathe air and water.","","","Storm Giant"
innate_spellcasting,"The giant's innate spellcasting ability is Charisma (spell save DC 17). It can innately cast the following spells, requiring no material components: At will: **_detect magic_**, **_feather fall_**, **_levitate_**, **_light_** 3/day each: **_control weather_**, **_water breathing_**","","","Storm Giant"
telepathic_bond,"The fiend ignores the range restriction on its telepathy when communicating with a creature it has charmed. The two don't even need to be on the same plane of existence.","","",Succubus/Incubus
shapechanger,"The fiend can use its action to polymorph into a Small or Medium humanoid, or back into its true form. Without wings, the fiend loses its flying speed. Other than its size and speed, its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.","","",Succubus/Incubus
echolocation,"The swarm can't use its blindsight while deafened.","","","Swarm of Bats"
keen_hearing,"The swarm has advantage on Wisdom (Perception) checks that rely on hearing.","","","Swarm of Bats"
swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny bat. The swarm can't regain hit points or gain temporary hit points.","","","Swarm of Bats"
swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.","","","Swarm of Insects"
swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny snake. The swarm can't regain hit points or gain temporary hit points.","","","Swarm of Poisonous Snakes"
blood_frenzy,"The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points.","","","Swarm of Quippers"
swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points.","","","Swarm of Quippers"
water_breathing,"The swarm can breathe only underwater.","","","Swarm of Quippers"
keen_smell,"The swarm has advantage on Wisdom (Perception) checks that rely on smell.","","","Swarm of Rats"
swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain hit points or gain temporary hit points.","","","Swarm of Rats"
swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain hit points or gain temporary hit points.","","","Swarm of Ravens"
legendary_resistance,"If the tarrasque fails a saving throw, it can choose to succeed instead.",legendary_resistance_misc,(3/Day),Tarrasque
magic_resistance,"The tarrasque has advantage on saving throws against spells and other magical effects.","","",Tarrasque
reflective_carapace,"Any time the tarrasque is targeted by a **_magic missle_** spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected, and the effect is reflected back at the caster as though it originated from the tarrasque, turning the caster into the target.","","",Tarrasque
siege_monster,"The tarrasque deals double damage to objects and structures.","","",Tarrasque
pack_tactics,"The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 feet of the creature and the ally isn't incapacitated.","","",Thug
keen_smell,"The tiger has advantage on Wisdom (Perception) checks that rely on smell.","","",Tiger
pounce,"If the tiger moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.","","",Tiger
damage_vulnerabilities,fire,"","",Treant
false_appearance,"While the treant remains motionless, it is indistinguishable from a normal tree.","","",Treant
siege_monster,"The treant deals double damage to objects and structures.","","",Treant
pack_tactics,"The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 feet of the creature and the ally isn't incapacitated.","","","Tribal Warrior"
trampling_charge,"If the triceratops moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the triceratops can make one stomp attack against it as a bonus action.","","",Triceratops
keen_smell,"The troll has advantage on Wisdom (Perception) checks that rely on smell.","","",Troll
regeneration,"The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.","","",Troll
charge,"If the unicorn moves at least 20 feet straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.","","",Unicorn
innate_spellcasting,"The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components: At will: **_detect evil and good, druidcraft, pass without trace_** 1/day each: **_calm emotions, dispel evil and good, entangle_**","","",Unicorn
magic_resistance,"The unicorn has advantage on saving throws against spells and other magical effects.","","",Unicorn
magic_weapons,"The unicorn's weapon attacks are magical.","","",Unicorn
shapechanger,"If the vampire isn't in sunlight or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form. While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies. While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution damage, except the damage it takes from sunlight.","","",Vampire
legendary_resistance,"If the vampire fails a saving throw, it can choose to succeed instead.",legendary_resistance_misc,(3/Day),Vampire
misty_escape,"When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed. While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point.","","",Vampire
regeneration,"The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.","","",Vampire
spider_climb,"The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.","","",Vampire
vampire_weaknesses,"The vampire has the following flaws: _Forbiddance._ The vampire can't enter a residence without an invitation from one of the occupants. _Harmed by Running Water._ The vampire takes 20 acid damage if it ends its turn in running water. _Stake to the Heart._ If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed. _Sunlight Hypersensitivity._ The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.","","",Vampire
regeneration,"The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.","","","Vampire Spawn"
spider_climb,"The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.","","","Vampire Spawn"
vampire_weaknesses,"The vampire has the following flaws:","","","Vampire Spawn"
false_appearance,"While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.","","","Violet Fungus"
magic_resistance,"The vrock has advantage on saving throws against spells and other magical effects.","","",Vrock
keen_sight_and_smell,"The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.","","",Vulture
pack_tactics,"The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 feet of the creature and the ally isn't incapacitated.","","",Vulture
trampling_charge,"If the horse moves at least 20 feet straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.","","",Warhorse
damage_vulnerabilities,bludgeoning,"","","Warhorse Skeleton"
water_form,"The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.","","","Water Elemental"
freeze,"If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 feet until the end of its next turn.","","","Water Elemental"
keen_hearing_and_smell,"The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.","","",Weasel
shapechanger,"The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.","","",Werebear
keen_smell,"The werebear has advantage on Wisdom (Perception) checks that rely on smell.","","",Werebear
shapechanger,"The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.","","",Wereboar
charge,"If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",charge_misc,"(Boar or Hybrid Form Only)",Wereboar
relentless,"If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.",relentless_misc,"(Recharges after a Short or Long Rest)",Wereboar
shapechanger,"The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.","","",Wererat
keen_smell,"The wererat has advantage on Wisdom (Perception) checks that rely on smell.","","",Wererat
shapechanger,"The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.","","",Weretiger
keen_hearing_and_smell,"The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell.","","",Weretiger
pounce,"If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the weretiger can make one bite attack against it as a bonus action.",pounce_misc,"(Tiger or Hybrid Form Only)",Weretiger
shapechanger,"The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.","","",Werewolf
keen_hearing_and_smell,"The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.","","",Werewolf
sunlight_sensitivity,"While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.","","",Wight
consume_life,"As a bonus action, the will-o'-wisp can target one creature it can see within 5 feet of it that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw against this magic or die. If the target dies, the will-o'-wisp regains 10 (3d6) hit points.","","","Will-o'-Wisp"
ephemeral,"The will-o'-wisp can't wear or carry anything.","","","Will-o'-Wisp"
incorporeal_movement,"The will-o'-wisp can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.","","","Will-o'-Wisp"
variable_illumination,"The will-o'-wisp sheds bright light in a 5- to 20-foot radius and dim light for an additional number of feet equal to the chosen radius. The will-o'-wisp can alter the radius as a bonus action.","","","Will-o'-Wisp"
keen_hearing_and_smell,"The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.","","","Winter Wolf"
pack_tactics,"The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated.","","","Winter Wolf"
snow_camouflage,"The wolf has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.","","","Winter Wolf"
keen_hearing_and_smell,"The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.","","",Wolf
pack_tactics,"The wolf has advantage on attack rolls against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated.","","",Wolf
keen_hearing_and_smell,"The worg has advantage on Wisdom (Perception) checks that rely on hearing or smell.","","",Worg
incorporeal_movement,"The wraith can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.","","",Wraith
sunlight_sensitivity,"While in sunlight, the wraith has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.","","",Wraith
earth_glide,"The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through.","","",Xorn
stone_camouflage,"The xorn has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.","","",Xorn
treasure_sense,"The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 feet of it.","","",Xorn
amphibious,"The dragon can breathe air and water.","","","Young Black Dragon"
amphibious,"The dragon can breathe air and water.","","","Young Bronze Dragon"
amphibious,"The dragon can breathe air and water.","","","Young Gold Dragon"
amphibious,"The dragon can breathe air and water.","","","Young Green Dragon"
ice_walk,"The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra moment.","","","Young White Dragon"
undead_fortitude,"If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.","","",Zombie
